Incident_ID,Incident_Type,Unit_Type,Priority,Weather_Index,Hour_of_Day,TurnoutTime_Seconds
3547,Medical,Engine,3,Clear,5,93
3548,Medical,Ladder,2,Fog,4,81
3549,Medical,Chief,1,Clear,13,45
3550,Medical,Ambulance,3,Fog,14,72
3551,Medical,Chief,2,Clear,17,65
3552,Wellness Check,Rescue Squad,2,Clear,16,83
3553,False Alarm,Ladder,2,Clear,8,93
3554,Medical,Ladder,1,Clear,18,66
3555,False Alarm,Rescue Squad,3,Clear,22,86
3556,Structure Fire,Ambulance,2,Clear,8,78
3557,Medical,Rescue Squad,2,Clear,15,67
3558,Medical,Ambulance,1,Rain,5,30
3559,Structure Fire,Engine,2,Clear,7,71
3560,Traffic Accident,Ladder,3,Clear,2,85
3561,Traffic Accident,Ambulance,2,Clear,21,78
3562,Medical,Chief,3,Clear,4,72
3563,Medical,Chief,2,Clear,6,58
3564,Medical,Ladder,2,Clear,22,91
3565,Medical,Rescue Squad,2,Clear,0,64
3566,Medical,Rescue Squad,3,Clear,21,88
3567,Medical,Ambulance,2,Clear,20,53
3568,Wellness Check,Rescue Squad,2,Storm,3,95
3569,False Alarm,Ladder,2,Clear,15,83
3570,Medical,Ambulance,1,Clear,13,50
3571,False Alarm,Engine,2,Fog,0,69
3572,Medical,Rescue Squad,3,Fog,3,85
3573,Medical,Rescue Squad,1,Fog,9,58
3574,Medical,Ambulance,1,Clear,10,55
3575,Traffic Accident,Chief,1,Rain,6,36
3576,False Alarm,Rescue Squad,2,Snow,3,82
3577,Traffic Accident,Ladder,2,Snow,0,126
3578,Medical,Rescue Squad,1,Clear,0,55
3579,Traffic Accident,Engine,2,Clear,16,71
3580,Medical,Rescue Squad,2,Storm,9,118
3581,Wellness Check,Chief,2,Clear,4,66
3582,Structure Fire,Rescue Squad,2,Clear,6,42
3583,Medical,Ambulance,2,Clear,7,90
3584,Structure Fire,Rescue Squad,2,Clear,1,61
3585,Traffic Accident,Chief,1,Clear,8,82
3586,Medical,Ambulance,1,Clear,3,37
3587,Traffic Accident,Ladder,2,Storm,11,91
3588,Medical,Ambulance,2,Clear,10,70
3589,Traffic Accident,Engine,2,Clear,4,67
3590,Wellness Check,Ambulance,1,Snow,11,62
3591,Wellness Check,Ladder,1,Clear,20,60
3592,Structure Fire,Rescue Squad,3,Clear,3,64
3593,Structure Fire,Ambulance,2,Clear,12,74
3594,Medical,Ambulance,2,Clear,21,61
3595,Traffic Accident,Ambulance,3,Clear,0,71
3596,Medical,Ambulance,2,Rain,17,93
3597,Medical,Ladder,2,Fog,3,81
3598,Medical,Chief,2,Rain,3,60
3599,Medical,Chief,1,Clear,7,89
3600,Traffic Accident,Ambulance,2,Clear,19,82
3601,Medical,Ladder,2,Clear,5,73
3602,Traffic Accident,Ladder,2,Clear,3,80
3603,Medical,Ambulance,2,Clear,3,73
3604,Medical,Engine,2,Fog,10,58
3605,Structure Fire,Ambulance,1,Clear,8,72
3606,Medical,Engine,1,Clear,13,48
3607,Medical,Ambulance,1,Clear,3,36
3608,Traffic Accident,Engine,1,Clear,12,56
3609,Medical,Engine,2,Rain,5,71
3610,Wellness Check,Ambulance,2,Fog,12,43
3611,Medical,Engine,1,Clear,2,58
3612,Medical,Rescue Squad,3,Clear,22,77
3613,Traffic Accident,Chief,3,Storm,6,133
3614,Medical,Ladder,2,Rain,0,81
3615,Medical,Engine,2,Storm,10,89
3616,Medical,Engine,2,Clear,1,83
3617,Medical,Ladder,1,Clear,4,60
3618,Wellness Check,Engine,3,Clear,23,87
3619,Medical,Ladder,1,Clear,21,49
3620,Traffic Accident,Ambulance,3,Rain,13,68
3621,Wellness Check,Rescue Squad,2,Clear,12,47
3622,Medical,Rescue Squad,2,Clear,15,41
3623,False Alarm,Chief,2,Clear,22,60
3624,Medical,Engine,2,Snow,14,92
3625,False Alarm,Chief,1,Clear,2,36
3626,Medical,Ambulance,2,Clear,5,66
3627,Traffic Accident,Rescue Squad,2,Rain,8,104
3628,Medical,Ambulance,2,Clear,2,48
3629,Medical,Ambulance,1,Clear,12,51
3630,Traffic Accident,Engine,2,Clear,12,66
3631,Traffic Accident,Ambulance,3,Fog,21,74
3632,Medical,Rescue Squad,2,Rain,6,61
3633,Medical,Chief,2,Rain,4,53
3634,Traffic Accident,Rescue Squad,3,Storm,7,115
3635,Traffic Accident,Engine,2,Storm,7,125
3636,False Alarm,Rescue Squad,2,Rain,21,71
3637,Traffic Accident,Ladder,3,Clear,6,103
3638,False Alarm,Chief,2,Rain,18,73
3639,Traffic Accident,Ladder,1,Clear,6,52
3640,Medical,Ladder,1,Storm,22,89
3641,Medical,Engine,2,Rain,3,68
3642,Traffic Accident,Ambulance,1,Clear,9,77
3643,Traffic Accident,Ladder,3,Clear,12,99
3644,Medical,Rescue Squad,1,Clear,3,55
3645,Medical,Ambulance,2,Clear,18,84
3646,False Alarm,Rescue Squad,1,Clear,9,50
3647,Structure Fire,Rescue Squad,2,Clear,6,58
3648,Medical,Ambulance,3,Clear,4,74
3649,Medical,Ambulance,2,Rain,2,67
3650,Medical,Rescue Squad,3,Clear,21,95
3651,Medical,Engine,1,Clear,21,70
3652,Medical,Chief,1,Clear,21,53
3653,Medical,Chief,3,Fog,1,70
3654,Traffic Accident,Engine,3,Clear,10,104
3655,Medical,Ambulance,3,Clear,9,112
3656,Wellness Check,Rescue Squad,2,Clear,22,51
3657,Wellness Check,Chief,2,Clear,12,68
3658,Medical,Rescue Squad,1,Clear,6,42
3659,Traffic Accident,Engine,3,Clear,9,95
3660,Medical,Rescue Squad,2,Clear,3,50
3661,Wellness Check,Engine,2,Rain,21,69
3662,Medical,Ambulance,2,Rain,19,58
3663,Traffic Accident,Engine,1,Clear,15,44
3664,Traffic Accident,Engine,3,Rain,19,97
3665,Medical,Chief,1,Clear,5,50
3666,Medical,Rescue Squad,2,Clear,8,66
3667,Traffic Accident,Chief,2,Clear,12,86
3668,Traffic Accident,Ladder,2,Clear,6,57
3669,Medical,Engine,2,Clear,17,90
3670,Traffic Accident,Ladder,1,Rain,13,58
3671,Medical,Chief,2,Fog,21,55
3672,Traffic Accident,Rescue Squad,2,Clear,4,74
3673,Medical,Chief,2,Clear,21,58
3674,Wellness Check,Rescue Squad,1,Clear,12,35
3675,Medical,Rescue Squad,1,Clear,23,51
3676,Medical,Ambulance,1,Clear,7,32
3677,Medical,Engine,2,Storm,14,107
3678,Medical,Chief,1,Clear,18,75
3679,Structure Fire,Rescue Squad,3,Rain,8,72
3680,Medical,Chief,2,Clear,5,55
3681,Wellness Check,Chief,2,Snow,22,71
3682,Medical,Rescue Squad,3,Fog,13,80
3683,Medical,Ladder,1,Rain,22,77
3684,Medical,Engine,3,Fog,9,109
3685,Medical,Engine,2,Clear,8,92
3686,Medical,Ambulance,3,Clear,16,76
3687,Medical,Ambulance,3,Rain,12,68
3688,Medical,Ambulance,1,Clear,16,60
3689,Medical,Engine,2,Fog,18,86
3690,Structure Fire,Ladder,2,Clear,12,73
3691,Structure Fire,Engine,2,Clear,8,104
3692,Medical,Engine,1,Clear,0,45
3693,Medical,Engine,1,Fog,0,55
3694,False Alarm,Engine,2,Fog,4,65
3695,Structure Fire,Ladder,2,Clear,7,75
3696,Traffic Accident,Ambulance,3,Clear,17,91
3697,Medical,Chief,2,Rain,3,65
3698,Traffic Accident,Ambulance,2,Rain,21,34
3699,Traffic Accident,Ambulance,1,Clear,0,30
3700,Structure Fire,Chief,1,Rain,14,76
3701,False Alarm,Engine,2,Clear,19,63
3702,Medical,Ladder,3,Clear,3,104
3703,Medical,Ladder,2,Clear,8,91
3704,Traffic Accident,Ambulance,2,Rain,21,54
3705,Wellness Check,Chief,3,Snow,23,127
3706,Medical,Rescue Squad,3,Rain,19,80
3707,Medical,Engine,1,Rain,9,80
3708,Medical,Ambulance,1,Clear,23,44
3709,Medical,Ladder,2,Rain,14,73
3710,Traffic Accident,Chief,2,Clear,2,53
3711,Structure Fire,Chief,3,Rain,1,75
3712,Medical,Ambulance,1,Clear,21,35
3713,Medical,Rescue Squad,1,Rain,4,32
3714,Medical,Ladder,3,Rain,23,108
3715,Medical,Ambulance,2,Rain,0,50
3716,Traffic Accident,Rescue Squad,3,Rain,10,89
3717,False Alarm,Chief,2,Clear,11,56
3718,Wellness Check,Engine,2,Snow,2,113
3719,Medical,Ladder,1,Clear,22,54
3720,Wellness Check,Ladder,1,Storm,15,63
3721,Traffic Accident,Rescue Squad,2,Rain,13,60
3722,Traffic Accident,Ambulance,2,Clear,11,66
3723,Medical,Chief,1,Snow,19,73
3724,Medical,Rescue Squad,3,Clear,15,103
3725,Medical,Engine,1,Storm,20,89
3726,Medical,Engine,2,Rain,7,96
3727,Medical,Engine,1,Clear,16,87
3728,Medical,Rescue Squad,3,Clear,16,81
3729,Medical,Chief,1,Clear,6,52
3730,Traffic Accident,Ladder,2,Snow,14,114
3731,Medical,Ambulance,1,Rain,8,68
3732,Medical,Ladder,2,Clear,3,67
3733,False Alarm,Chief,2,Rain,7,75
3734,False Alarm,Ladder,1,Clear,9,70
3735,Traffic Accident,Rescue Squad,1,Clear,14,31
3736,False Alarm,Engine,3,Clear,22,85
3737,Structure Fire,Chief,3,Clear,17,93
3738,False Alarm,Chief,1,Clear,13,43
3739,Medical,Ladder,1,Clear,4,57
3740,Medical,Rescue Squad,1,Clear,8,49
3741,Medical,Ladder,1,Fog,12,47
3742,Medical,Ladder,3,Clear,18,111
3743,Medical,Chief,2,Clear,10,53
3744,Traffic Accident,Ladder,2,Clear,11,70
3745,Traffic Accident,Engine,3,Clear,2,91
3746,Structure Fire,Ladder,2,Clear,1,65
3747,Medical,Engine,2,Clear,22,63
3748,Wellness Check,Chief,2,Rain,21,59
3749,Traffic Accident,Rescue Squad,2,Rain,14,74
3750,Medical,Engine,2,Clear,4,55
3751,Traffic Accident,Rescue Squad,1,Clear,6,56
3752,Medical,Rescue Squad,1,Clear,3,30
3753,Medical,Engine,1,Clear,4,58
3754,False Alarm,Chief,1,Rain,15,55
3755,Medical,Ambulance,2,Snow,14,84
3756,Medical,Rescue Squad,2,Rain,15,63
3757,Wellness Check,Rescue Squad,2,Clear,3,49
3758,Traffic Accident,Chief,1,Fog,5,56
3759,Medical,Chief,2,Clear,17,67
3760,Medical,Ladder,1,Clear,2,46
3761,Medical,Chief,2,Clear,21,61
3762,Traffic Accident,Rescue Squad,2,Rain,23,67
3763,Medical,Engine,1,Snow,4,83
3764,Medical,Ambulance,2,Clear,1,64
3765,False Alarm,Ladder,2,Clear,22,64
3766,Structure Fire,Engine,1,Rain,15,44
3767,Medical,Ambulance,1,Fog,5,59
3768,Structure Fire,Ambulance,3,Clear,14,84
3769,Traffic Accident,Ambulance,1,Snow,17,86
3770,Medical,Engine,3,Clear,5,73
3771,Medical,Ladder,2,Rain,12,82
3772,Wellness Check,Ladder,1,Clear,23,67
3773,Medical,Ambulance,1,Clear,12,42
3774,Structure Fire,Engine,2,Rain,0,63
3775,Medical,Ambulance,2,Fog,15,57
3776,Medical,Chief,2,Clear,3,57
3777,Medical,Ladder,3,Clear,16,116
3778,Medical,Rescue Squad,3,Clear,17,88
3779,Medical,Ambulance,1,Clear,15,39
3780,Medical,Chief,3,Rain,0,78
3781,Wellness Check,Ladder,3,Clear,5,92
3782,False Alarm,Engine,3,Rain,10,98
3783,Traffic Accident,Ladder,2,Clear,5,73
3784,Wellness Check,Engine,2,Storm,16,137
3785,Medical,Engine,2,Clear,3,60
3786,False Alarm,Ambulance,2,Clear,13,74
3787,Medical,Ambulance,3,Clear,13,70
3788,False Alarm,Ladder,1,Snow,19,91
3789,False Alarm,Chief,1,Clear,7,66
3790,Traffic Accident,Ladder,3,Clear,21,101
3791,False Alarm,Rescue Squad,1,Fog,1,41
3792,Structure Fire,Engine,3,Fog,4,93
3793,Medical,Engine,2,Snow,3,98
3794,Medical,Ambulance,1,Clear,9,48
3795,Structure Fire,Chief,2,Clear,19,59
3796,Medical,Ambulance,2,Rain,23,47
3797,Traffic Accident,Rescue Squad,2,Clear,20,72
3798,False Alarm,Ladder,3,Clear,2,102
3799,Medical,Ladder,3,Clear,15,81
3800,Traffic Accident,Chief,2,Storm,9,102
3801,False Alarm,Ambulance,1,Clear,14,38
3802,False Alarm,Ambulance,3,Rain,3,85
3803,False Alarm,Rescue Squad,2,Clear,0,65
3804,Structure Fire,Ladder,1,Rain,21,89
3805,False Alarm,Ambulance,3,Rain,14,76
3806,Traffic Accident,Chief,3,Clear,9,103
3807,Medical,Ladder,2,Clear,19,89
3808,Medical,Rescue Squad,2,Rain,21,62
3809,Traffic Accident,Chief,2,Clear,17,76
3810,Medical,Engine,2,Rain,15,73
3811,Traffic Accident,Rescue Squad,3,Rain,20,87
3812,Traffic Accident,Chief,3,Clear,8,106
3813,Medical,Ambulance,2,Clear,23,67
3814,Structure Fire,Engine,2,Clear,18,101
3815,Traffic Accident,Rescue Squad,3,Rain,16,102
3816,Medical,Ambulance,1,Clear,9,75
3817,Medical,Engine,1,Storm,18,118
3818,Medical,Ladder,3,Storm,7,155
3819,Medical,Ambulance,1,Clear,18,61
3820,False Alarm,Chief,1,Clear,4,30
3821,Medical,Rescue Squad,1,Clear,1,48
3822,Traffic Accident,Engine,2,Storm,14,116
3823,Medical,Ambulance,1,Clear,16,72
3824,Medical,Ladder,2,Clear,9,79
3825,Wellness Check,Rescue Squad,3,Rain,20,82
3826,Traffic Accident,Rescue Squad,2,Clear,20,51
3827,Medical,Ambulance,2,Clear,21,70
3828,Medical,Ladder,1,Clear,1,52
3829,Medical,Engine,2,Rain,8,75
3830,Medical,Ambulance,2,Clear,1,65
3831,Traffic Accident,Engine,2,Clear,17,96
3832,Medical,Rescue Squad,1,Fog,11,42
3833,Medical,Engine,2,Clear,14,59
3834,Medical,Ladder,3,Rain,20,107
3835,False Alarm,Chief,2,Clear,19,55
3836,False Alarm,Ladder,2,Clear,5,78
3837,Medical,Engine,2,Clear,17,93
3838,Traffic Accident,Ambulance,2,Clear,12,66
3839,Medical,Rescue Squad,2,Clear,3,60
3840,Medical,Chief,1,Clear,11,45
3841,Traffic Accident,Ambulance,2,Clear,8,77
3842,False Alarm,Ambulance,3,Clear,1,85
3843,False Alarm,Ladder,2,Clear,15,84
3844,Structure Fire,Engine,1,Clear,0,44
3845,Medical,Ladder,1,Clear,3,46
3846,Traffic Accident,Engine,2,Rain,14,99
3847,Medical,Ladder,3,Clear,19,79
3848,Structure Fire,Ambulance,2,Clear,0,54
3849,Medical,Rescue Squad,2,Snow,19,99
3850,Traffic Accident,Engine,1,Clear,14,69
3851,Medical,Chief,2,Clear,2,35
3852,Medical,Chief,2,Clear,12,67
3853,False Alarm,Ambulance,3,Fog,17,100
3854,Medical,Ladder,2,Clear,12,68
3855,Structure Fire,Ladder,2,Snow,9,149
3856,Medical,Ambulance,2,Rain,19,56
3857,Medical,Chief,2,Clear,23,54
3858,Medical,Chief,3,Rain,6,76
3859,Medical,Ladder,1,Clear,7,80
3860,Wellness Check,Engine,2,Clear,0,73
3861,Medical,Rescue Squad,2,Clear,17,100
3862,False Alarm,Engine,2,Rain,11,74
3863,Structure Fire,Chief,1,Clear,17,69
3864,Medical,Engine,2,Clear,23,75
3865,Structure Fire,Rescue Squad,2,Rain,11,67
3866,Structure Fire,Engine,3,Rain,19,95
3867,Traffic Accident,Engine,1,Storm,8,96
3868,Medical,Engine,3,Clear,1,94
3869,Medical,Engine,1,Clear,13,33
3870,Wellness Check,Ambulance,1,Clear,3,60
3871,False Alarm,Chief,1,Rain,14,60
3872,Wellness Check,Rescue Squad,3,Clear,16,113
3873,Medical,Chief,1,Fog,18,78
3874,Traffic Accident,Ambulance,2,Clear,5,59
3875,Medical,Ambulance,2,Fog,8,79
3876,Medical,Ambulance,3,Rain,16,93
3877,Medical,Ambulance,3,Fog,14,90
3878,Structure Fire,Engine,2,Clear,4,62
3879,Medical,Chief,3,Clear,17,95
3880,Medical,Ladder,2,Clear,22,72
3881,Wellness Check,Rescue Squad,3,Clear,3,79
3882,Medical,Ambulance,1,Clear,20,47
3883,Medical,Chief,1,Rain,23,30
3884,Medical,Ambulance,2,Clear,1,57
3885,False Alarm,Ambulance,2,Fog,18,93
3886,Structure Fire,Ambulance,2,Clear,4,55
3887,Medical,Ambulance,2,Clear,3,51
3888,Wellness Check,Ambulance,2,Clear,4,69
3889,Wellness Check,Rescue Squad,2,Rain,18,78
3890,Medical,Chief,1,Clear,12,46
3891,Traffic Accident,Ambulance,3,Fog,15,77
3892,Traffic Accident,Ambulance,3,Clear,11,79
3893,Traffic Accident,Ambulance,3,Fog,8,115
3894,Medical,Ambulance,2,Clear,23,65
3895,Wellness Check,Engine,2,Clear,15,57
3896,Structure Fire,Engine,3,Rain,13,86
3897,Medical,Ladder,3,Snow,21,116
3898,Medical,Ambulance,2,Clear,0,62
3899,Medical,Ladder,2,Fog,19,79
3900,Medical,Rescue Squad,2,Clear,22,60
3901,Traffic Accident,Ladder,2,Rain,20,70
3902,Medical,Chief,1,Clear,3,30
3903,Medical,Engine,2,Clear,8,111
3904,Structure Fire,Engine,3,Clear,23,88
3905,Medical,Ambulance,2,Fog,18,82
3906,False Alarm,Ambulance,2,Storm,13,89
3907,Medical,Rescue Squad,2,Clear,21,52
3908,Medical,Rescue Squad,3,Fog,11,77
3909,Medical,Chief,2,Clear,3,52
3910,Medical,Ambulance,2,Rain,6,73
3911,Medical,Ambulance,2,Clear,16,58
3912,Traffic Accident,Rescue Squad,2,Clear,0,50
3913,False Alarm,Rescue Squad,2,Clear,13,56
3914,Medical,Rescue Squad,2,Clear,14,74
3915,Traffic Accident,Engine,2,Clear,11,77
3916,Traffic Accident,Ladder,2,Snow,11,78
3917,Wellness Check,Ladder,1,Clear,5,53
3918,Medical,Ambulance,1,Fog,12,52
3919,Medical,Engine,1,Snow,15,110
3920,Medical,Rescue Squad,3,Clear,13,76
3921,Traffic Accident,Ambulance,1,Clear,6,33
3922,Wellness Check,Engine,1,Rain,15,58
3923,Medical,Chief,1,Fog,22,44
3924,Medical,Engine,2,Storm,8,125
3925,False Alarm,Ambulance,1,Rain,13,51
3926,Wellness Check,Ladder,2,Clear,23,73
3927,False Alarm,Rescue Squad,1,Rain,6,50
3928,Traffic Accident,Chief,3,Clear,11,96
3929,Medical,Engine,3,Clear,2,87
3930,Structure Fire,Ambulance,3,Rain,13,67
3931,Traffic Accident,Ambulance,2,Fog,18,81
3932,Medical,Rescue Squad,2,Storm,10,82
3933,Structure Fire,Ambulance,2,Clear,4,48
3934,Traffic Accident,Ambulance,2,Rain,22,51
3935,Medical,Rescue Squad,2,Fog,12,47
3936,Traffic Accident,Chief,1,Rain,9,73
3937,Structure Fire,Ladder,2,Clear,6,70
3938,False Alarm,Ladder,1,Rain,16,91
3939,Medical,Engine,2,Clear,15,75
3940,Medical,Chief,2,Rain,7,79
3941,Traffic Accident,Engine,2,Rain,16,106
3942,Medical,Ladder,3,Snow,12,124
3943,Traffic Accident,Rescue Squad,2,Clear,10,58
3944,Traffic Accident,Ambulance,2,Clear,19,52
3945,Medical,Ladder,2,Clear,17,109
3946,Structure Fire,Chief,1,Clear,4,43
3947,Structure Fire,Ladder,2,Storm,5,116
3948,Medical,Chief,3,Clear,19,74
3949,False Alarm,Chief,3,Clear,13,88
3950,Wellness Check,Chief,2,Fog,11,67
3951,Traffic Accident,Engine,1,Clear,3,38
3952,Traffic Accident,Rescue Squad,1,Snow,6,67
3953,Medical,Ladder,2,Clear,10,71
3954,False Alarm,Rescue Squad,3,Clear,19,77
3955,Traffic Accident,Ambulance,2,Fog,1,73
3956,Traffic Accident,Ladder,3,Clear,3,77
3957,Wellness Check,Rescue Squad,2,Clear,6,55
3958,Medical,Rescue Squad,1,Clear,0,36
3959,Wellness Check,Ambulance,1,Clear,14,55
3960,Medical,Chief,1,Fog,19,34
3961,Medical,Ladder,2,Rain,21,51
3962,Medical,Ladder,1,Clear,23,59
3963,False Alarm,Ambulance,2,Rain,7,83
3964,Wellness Check,Chief,2,Rain,4,70
3965,Traffic Accident,Ladder,2,Fog,13,78
3966,Traffic Accident,Ladder,1,Clear,17,73
3967,Structure Fire,Ladder,1,Fog,2,40
3968,False Alarm,Chief,2,Clear,1,48
3969,Medical,Ambulance,2,Rain,21,42
3970,Medical,Ladder,2,Storm,15,108
3971,Medical,Rescue Squad,3,Clear,13,73
3972,Traffic Accident,Chief,2,Clear,15,58
3973,Traffic Accident,Engine,2,Clear,10,71
3974,Medical,Ambulance,2,Clear,16,108
3975,Medical,Rescue Squad,3,Clear,2,85
3976,Wellness Check,Ladder,2,Rain,22,70
3977,Medical,Engine,2,Clear,22,54
3978,Traffic Accident,Ambulance,2,Clear,4,60
3979,False Alarm,Chief,2,Clear,2,68
3980,Medical,Engine,2,Clear,14,73
3981,Medical,Engine,2,Clear,22,59
3982,Traffic Accident,Rescue Squad,3,Rain,4,76
3983,Wellness Check,Ambulance,3,Clear,21,80
3984,Structure Fire,Rescue Squad,1,Storm,2,83
3985,False Alarm,Rescue Squad,1,Clear,5,38
3986,Medical,Ladder,1,Fog,22,33
3987,Structure Fire,Chief,2,Clear,13,52
3988,Traffic Accident,Engine,2,Rain,23,72
3989,Wellness Check,Ambulance,1,Rain,1,53
3990,Medical,Chief,1,Snow,17,89
3991,Wellness Check,Chief,2,Rain,5,70
3992,Structure Fire,Ambulance,1,Storm,23,73
3993,Medical,Chief,1,Rain,4,36
3994,Medical,Ladder,2,Rain,13,65
3995,Wellness Check,Chief,1,Fog,16,66
3996,Medical,Ladder,1,Rain,10,52
3997,Medical,Engine,3,Clear,0,83
3998,Medical,Engine,3,Clear,9,90
3999,Wellness Check,Rescue Squad,2,Fog,8,71
4000,Traffic Accident,Ladder,1,Clear,19,51
4001,Traffic Accident,Engine,2,Rain,11,64
4002,Medical,Chief,2,Clear,0,50
4003,Traffic Accident,Ambulance,1,Clear,23,60
4004,Structure Fire,Ambulance,1,Rain,17,80
4005,Wellness Check,Ladder,1,Clear,11,76
4006,False Alarm,Rescue Squad,2,Clear,1,43
4007,Medical,Chief,3,Clear,0,83
4008,Traffic Accident,Ladder,2,Clear,0,65
4009,Medical,Ambulance,2,Rain,0,60
4010,Structure Fire,Ladder,2,Clear,21,88
4011,Medical,Chief,2,Rain,11,42
4012,Medical,Engine,2,Clear,6,64
4013,Medical,Chief,1,Storm,3,71
4014,Traffic Accident,Engine,2,Clear,20,64
4015,Medical,Engine,3,Clear,19,68
4016,Traffic Accident,Engine,2,Clear,3,82
4017,Medical,Ladder,3,Clear,14,103
4018,Medical,Ambulance,2,Clear,0,65
4019,Traffic Accident,Ladder,2,Snow,5,92
4020,Medical,Ambulance,1,Clear,13,47
4021,Medical,Chief,2,Clear,13,68
4022,Traffic Accident,Rescue Squad,3,Clear,9,105
4023,Medical,Chief,2,Fog,6,59
4024,Medical,Ladder,1,Clear,22,69
4025,Medical,Ladder,1,Clear,23,47
4026,False Alarm,Ambulance,2,Clear,22,58
4027,Traffic Accident,Ladder,2,Rain,21,76
4028,Traffic Accident,Engine,2,Snow,11,109
4029,Traffic Accident,Ladder,3,Clear,23,95
4030,Medical,Ambulance,2,Clear,18,94
4031,Medical,Ambulance,2,Clear,8,89
4032,Traffic Accident,Engine,1,Rain,2,51
4033,Medical,Ambulance,1,Clear,3,38
4034,Medical,Rescue Squad,2,Fog,12,61
4035,Medical,Chief,3,Clear,9,111
4036,Medical,Ladder,2,Clear,13,69
4037,False Alarm,Rescue Squad,2,Clear,5,65
4038,Medical,Ladder,1,Snow,7,118
4039,Structure Fire,Rescue Squad,3,Rain,18,121
4040,Medical,Ladder,3,Storm,9,140
4041,False Alarm,Engine,2,Clear,21,76
4042,Medical,Ambulance,1,Clear,4,37
4043,Medical,Ambulance,2,Clear,4,48
4044,Traffic Accident,Engine,3,Clear,4,89
4045,Traffic Accident,Rescue Squad,2,Clear,8,88
4046,Medical,Chief,2,Clear,22,66
4047,Medical,Rescue Squad,1,Clear,8,52
4048,Medical,Ambulance,1,Clear,14,52
4049,Medical,Chief,1,Rain,8,49
4050,Medical,Ladder,3,Clear,13,98
4051,Medical,Chief,2,Snow,5,93
4052,Medical,Rescue Squad,2,Clear,21,58
4053,Medical,Engine,1,Snow,19,91
4054,Traffic Accident,Ladder,3,Clear,7,116
4055,False Alarm,Rescue Squad,3,Clear,1,81
4056,Traffic Accident,Ladder,1,Storm,4,62
4057,Medical,Chief,3,Clear,16,104
4058,Medical,Ambulance,1,Rain,9,74
4059,False Alarm,Rescue Squad,1,Rain,13,31
4060,Medical,Engine,1,Clear,17,90
4061,Medical,Chief,3,Rain,0,59
4062,Structure Fire,Rescue Squad,3,Fog,21,68
4063,Traffic Accident,Engine,2,Clear,1,66
4064,Traffic Accident,Rescue Squad,2,Rain,3,61
4065,Medical,Chief,2,Rain,12,54
4066,Medical,Rescue Squad,3,Clear,15,73
4067,False Alarm,Ladder,1,Clear,4,66
4068,Medical,Chief,2,Clear,22,71
4069,Traffic Accident,Rescue Squad,2,Rain,9,85
4070,Traffic Accident,Ambulance,1,Snow,16,86
4071,Traffic Accident,Rescue Squad,2,Rain,10,57
4072,Medical,Ladder,2,Clear,4,92
4073,Medical,Engine,1,Clear,14,55
4074,Structure Fire,Engine,3,Snow,3,129
4075,Wellness Check,Engine,1,Clear,6,62
4076,False Alarm,Ambulance,3,Snow,9,135
4077,Medical,Ladder,1,Rain,22,48
4078,Medical,Chief,1,Clear,23,52
4079,False Alarm,Engine,1,Clear,3,47
4080,Traffic Accident,Ladder,2,Clear,19,66
4081,Wellness Check,Rescue Squad,2,Rain,4,66
4082,Medical,Ambulance,1,Fog,4,42
4083,Structure Fire,Ladder,1,Rain,10,51
4084,Traffic Accident,Ladder,2,Clear,18,85
4085,Traffic Accident,Chief,2,Clear,4,53
4086,Medical,Ladder,2,Rain,20,74
4087,Medical,Chief,1,Clear,7,63
4088,Structure Fire,Ambulance,2,Rain,6,46
4089,Medical,Ambulance,2,Clear,7,75
4090,Medical,Rescue Squad,3,Clear,12,76
4091,False Alarm,Chief,2,Clear,4,56
4092,Medical,Chief,1,Clear,17,67
4093,Wellness Check,Engine,1,Rain,23,47
4094,Medical,Engine,2,Clear,8,124
4095,Traffic Accident,Rescue Squad,2,Fog,1,73
4096,False Alarm,Ambulance,3,Clear,15,93
4097,Medical,Engine,2,Clear,13,59
4098,Medical,Ladder,2,Clear,16,77
4099,Medical,Ambulance,2,Clear,5,56
4100,Medical,Ladder,2,Clear,2,72
4101,Traffic Accident,Chief,1,Storm,16,97
4102,False Alarm,Ambulance,1,Clear,12,39
4103,Medical,Rescue Squad,2,Clear,5,42
4104,Medical,Chief,1,Clear,7,62
4105,Medical,Chief,1,Clear,5,42
4106,Traffic Accident,Ladder,1,Clear,15,50
4107,Medical,Chief,1,Fog,5,39
4108,Structure Fire,Engine,1,Clear,16,73
4109,Traffic Accident,Ambulance,2,Clear,20,76
4110,Traffic Accident,Engine,2,Storm,2,110
4111,Medical,Ladder,2,Clear,22,79
4112,Traffic Accident,Ladder,2,Clear,11,72
4113,Medical,Ambulance,3,Clear,5,66
4114,Medical,Chief,1,Clear,20,52
4115,Wellness Check,Rescue Squad,2,Clear,6,73
4116,Traffic Accident,Ladder,1,Snow,10,102
4117,Medical,Ambulance,2,Snow,8,127
4118,Medical,Rescue Squad,3,Rain,15,80
4119,Medical,Chief,2,Clear,4,59
4120,Medical,Ladder,2,Snow,14,103
4121,Medical,Ambulance,2,Clear,20,43
4122,Medical,Ambulance,2,Clear,3,66
4123,Medical,Ambulance,1,Clear,4,40
4124,Traffic Accident,Ladder,2,Clear,6,92
4125,Traffic Accident,Rescue Squad,2,Fog,2,56
4126,Traffic Accident,Ambulance,2,Rain,3,61
4127,Medical,Chief,1,Rain,14,46
